   -0.8543,   -0.9880,   -0.8143,    1.0000,   -0.3846,    0.4545,    0.1678,
   -0.9838,   -0.5030,   -0.0010,   -0.7500,   -0.6923,   -0.6364,    0.2299,
   -0.9838,   -0.5030,   -0.0010,   -0.7500,   -0.6923,   -0.6364,    0.1871,
   -0.9838,   -0.5030,   -0.0010,   -0.7500,   -0.6923,   -0.6364,    0.1451,
   -0.9838,   -0.5030,   -0.5015,   -0.7500,   -0.6923,   -0.8182,    0.1101,
   -0.9879,   -0.5030,   -0.0010,   -0.5000,   -0.6923,   -0.6364,    0.2727,
   -0.9919,   -0.0020,   -0.0010,   -0.5000,   -0.3846,   -0.6364,    0.3156,
   -0.9919,   -0.0020,   -0.0010,   -0.5000,   -0.3846,   -0.6364,    0.4222,
   -0.9919,   -0.0020,    1.0000,   -0.5000,   -0.3846,   -0.6364,    0.5507,
   -0.9919,    1.0000,    1.0000,    0.0000,    0.2308,   -0.2727,    0.9948,
   -0.4835,   -0.9414,   -0.9082,   -1.0000,   -0.9615,   -0.9773,    0.0280,
   -0.4835,   -0.9719,   -0.8925,   -0.9688,   -0.9615,   -0.9318,    0.0297,
   -0.9420,   -0.8788,   -0.7518,   -0.4922,   -0.9615,   -0.9091,    0.0752,
   -0.9555,   -0.7535,   -0.5015,   -0.4922,   -0.9615,   -0.9091,    0.1154,
   -0.5509,   -1.0000,   -1.0000,   -1.0000,   -0.9615,   -0.9545,    0.0035,
   -0.7532,   -0.9719,   -0.5015,   -1.0000,   -0.8462,   -0.6364,    0.0253,
   -0.7977,   -0.9712,   -0.9394,   -0.9375,   -0.8462,   -0.8295,    0.0114,
   -0.8301,   -0.9719,   -0.8456,   -1.0000,   -0.7308,   -0.6364,    0.0192,
   -0.8301,   -0.9414,   -0.9394,   -1.0000,   -0.8077,   -0.8182,    0.0219,
   -0.8746,   -0.6909,   -0.8456,    0.1094,   -0.6923,   -0.2727,    0.0997,
   -0.8301,   -0.9101,   -0.8049,   -1.0000,   -0.8077,   -0.6364,    0.0210,
   -0.8301,   -0.8099,   -0.8081,   -1.0000,   -0.8077,   -0.7727,    0.0236,
   -0.8301,   -0.8600,   -0.8081,   -1.0000,   -0.7692,   -0.2727,    0.0481,
   -0.8746,   -0.8099,   -0.8081,   -1.0000,   -0.7692,   -0.2727,    0.0612,
   -0.5914,   -0.9960,   -0.8143,   -1.0000,   -0.9615,   -0.8636,    0.0149,
   -0.5914,   -0.9719,   -0.9394,   -0.9688,   -0.9615,   -0.9659,    0.0551,
   -0.5914,   -0.9880,   -0.8143,   -1.0000,   -0.9615,   -0.9318,    0.0236,
   -0.5914,   -0.9880,   -0.9082,   -0.9688,   -0.9615,   -0.9659,    0.0184,
   -0.5914,   -0.9719,   -0.8456,   -0.9688,   -0.9615,   -0.9432,    0.0621,
   -0.5914,   -0.9880,   -0.8456,   -0.9688,   -0.9615,   -0.9318,    0.0184,
   -0.9892,   -0.9220,   -0.9200,    0.0234,   -0.5385,   -0.7273,    0.2343,
   -0.9892,   -0.9220,   -0.9200,    0.0234,   -0.5385,   -0.7273,    0.3164,
   -0.9555,   -0.8399,   -0.6742,   -0.7656,   -0.5385,   -0.7273,    0.0227,
   -0.9555,   -0.8399,   -0.6742,   -0.7656,   -0.5385,   -0.7273,    0.0498,
   -0.9474,   -0.6759,   -0.3460,   -0.7656,   -0.5385,   -0.7273,    0.0874,
   -0.9366,   -0.6759,   -0.3460,   -0.7656,   -0.5385,   -0.7273,    0.1766,
   -0.9555,   -0.9727,   -0.9394,   -0.9375,   -0.9615,   -0.9545,    0.0122,
   -0.9555,   -0.9414,   -0.8769,   -0.9375,   -0.9615,   -0.9432,    0.0201,
   -0.9555,   -0.8788,   -0.7518,   -0.9375,   -0.9615,   -0.9432,    0.0568,
   -0.9555,   -0.9414,   -0.8769,   -0.9375,   -0.8846,   -0.9432,    0.0175,
   -0.9555,   -0.9414,   -0.7518,   -0.9375,   -0.8846,   -0.9432,    0.0262,
   -0.9555,   -0.8788,   -0.5015,   -0.9375,   -0.8846,   -0.9432,    0.0297,
   -0.9555,   -0.8788,   -0.5015,   -0.9375,   -0.8846,   -0.9318,    0.0402,
   -0.9555,   -0.8788,   -0.5015,   -0.9375,   -0.8846,   -0.9318,    0.0472,
   -0.8436,   -0.9414,   -0.6266,   -0.9297,   -0.8846,   -0.8636,    0.0577,
   -0.8436,   -0.9414,   -0.7518,   -0.9297,   -0.8846,   -0.8636,    0.0577,
    0.0695,   -0.9719,   -0.9860,   -0.9375,   -0.9615,   -0.9886,    0.0105,
    0.0695,   -0.9414,   -0.8456,   -1.0000,   -0.9615,   -0.9886,    0.0122,
   -0.5914,   -0.9719,   -0.7518,   -0.9688,   -0.9615,   -0.9432,    0.0297,
   -0.7532,   -0.9719,   -0.7518,   -0.9375,   -0.9615,   -0.9091,    0.0490,
   -0.0789,   -0.9800,   -0.7518,   -1.0000,   -0.9615,   -0.9886,    0.0157,
   -0.0789,   -0.9880,   -0.9394,   -1.0000,   -0.9615,   -0.9886,    0.0157,
   -0.8341,   -0.9414,   -0.5015,   -0.8750,   -0.9615,   -0.9659,    0.1154,
   -0.7532,   -0.9414,   -0.7518,   -1.0000,   -0.9615,   -0.9773,    0.0262,
   -0.8746,   -0.9414,   -0.8769,   -0.8750,   -0.9615,   -0.9773,    0.0175,
   -0.8746,   -0.9414,   -0.6266,   -0.8750,   -0.9615,   -0.9773,    0.0472,
   -0.7262,   -0.9414,   -0.7518,   -0.8750,   -0.9615,   -0.9773,    0.0568,
    0.0560,   -0.9880,   -0.7518,   -1.0000,   -0.9615,   -0.9545,    0.0052,
    0.0560,   -0.9880,   -0.7518,   -1.0000,   -0.9615,   -0.9545,    0.0070,
    0.0560,   -0.9880,   -0.7518,   -1.0000,   -0.9615,   -0.9545,    0.0122,
    0.0560,   -0.9880,   -0.7518,   -1.0000,   -0.9615,   -0.9545,    0.0087,
    0.0560,   -0.9880,   -0.7518,   -1.0000,   -0.9615,   -0.9545,    0.0140,
   -0.8543,   -0.9719,   -0.9707,   -1.0000,   -0.6923,   -0.7727,    0.0262,
   -0.9218,   -0.8788,   -0.7518,   -0.5000,   -0.9615,   -0.5682,    0.1206,
   -0.9218,   -0.8788,   -0.5015,   -0.5000,   -0.9615,   -0.5682,    0.1206,
   -0.9218,   -0.8788,   -0.5015,    0.0000,   -0.9615,   -0.5682,    0.2212,
   -0.9016,   -0.9880,   -0.9707,   -1.0000,   -0.8846,   -0.8864,    0.0096,
   -0.8813,   -0.9880,   -0.9394,   -1.0000,   -0.8846,   -0.8864,    0.0175,
   -0.8813,   -0.9414,   -0.8769,   -1.0000,   -0.8846,   -0.7273,    0.0227,
   -0.8813,   -0.8788,   -0.8769,   -0.9375,   -0.8846,   -0.7841,    0.0227,
   -0.9218,   -0.8788,   -0.7518,   -0.9375,   -0.8846,   -0.7273,    0.0490,
   -0.9218,   -0.8161,   -0.7518,   -0.9375,   -0.8846,   -0.4545,    0.0507,
