  0.30360267  0.22561414  0.19691862
  0.74757227  0.58535454  0.00824592
  0.44884995 -0.18169114  0.26212631
  0.99530680  0.24761701  0.00203734
 -0.29366949 -0.63455372 -0.09815873
 -0.35819130 -0.48878647  0.03703247
  0.88216949  0.78581335  0.00031826
  0.97610422  0.90494395  0.00002044
  0.74841384 -0.67551300 -0.00143241
 -0.70662317  0.29960620 -0.04578727
  0.58017188 -0.85539678 -0.00641421
 -0.51096112 -0.97858570  0.00050975
 -0.53491718 -0.49029024  0.02790241
  0.82437592 -0.26490685  0.01817267
 -0.92393195  0.30166463 -0.00467332
  0.63273373 -0.83249918 -0.00412948
 -0.97703791 -0.26876936 -0.00200566
 -0.17446912 -0.16795802  0.35128673
 -0.07324797 -0.06798697  0.23843044
  0.09631706  0.06538184 -0.00226805
  0.01538511  0.56218266  0.79105130
 -0.42006970  0.10100376 -0.29666576
  0.14933066 -0.59221698 -0.57584772
  0.11047394 -0.57176795 -0.63144622
  0.09831344 -0.86046034 -0.12297068
  0.72089503 -0.58323459 -0.00077497
 -0.52273581 -0.23882957 -0.04928958
 -0.42526722  0.50104626  0.11735083
 -0.36212206 -0.78526065 -0.02424588
  0.61227174 -0.49588309  0.00021621
  0.00780970 -0.92029832 -0.06558415
  0.24838751 -0.22511678  0.05424751
 -0.38345230 -0.33590008  0.13267333
  0.86318649 -0.06402088  0.02035299
 -0.99985801  0.45156101 -0.00052624
 -0.20103416 -0.95415273 -0.02025087
  0.27548478 -0.12129597  0.17580659
  0.18353827  0.23596922  0.10555142
 -0.09180666 -0.90182945 -0.06431785
  0.43938835  0.48018572  0.18178144
 -0.19040241 -0.89717495 -0.04228914
  0.89600931  0.75477370  0.00033861
  0.65529990 -0.10272681  0.14095628
  0.76894943  0.70743667  0.00296551
  0.29547349  0.01356653  0.23590565
 -0.84795418 -0.27518623 -0.00868638
 -0.53781769  0.72036101  0.02980014
  0.26878011  0.46291423  0.41925449
 -0.68728943  0.89929388  0.00131573
 -0.19915409  0.22277335  0.03269883
  0.59697847  0.37273964  0.08274990
 -0.99990331  0.00531531 -0.00366162
  0.97123999 -0.98599256 -0.00000171
 -0.91814135 -0.79315418  0.00014413
  0.20681312 -0.90761943 -0.05983391
 -0.15625611 -0.28827379  0.31087232
  0.39534091 -0.27404455  0.13385205
 -0.35088990  0.35495149  0.03907706
  0.16650474 -0.51909041 -0.58701128
 -0.25026687 -0.59053077 -0.15002589
 -0.48271583  0.69462898  0.05802815
 -0.14591812  0.31396593  0.25508909
  0.06254350  0.87403808  0.12355141
 -0.33315516 -0.27817634  0.19231127
  0.49298708  0.72785894  0.05013696
 -0.95589246  0.69904785  0.00004548
  0.61525085  0.08556589  0.18517590
 -0.13243385  0.20487384  0.08214376
 -0.32978959  0.55621441  0.28065942
 -0.80656049 -0.09609005 -0.03412194
  0.52389813  0.25166647  0.18272505
 -0.99701695 -0.96565519  0.00001009
 -0.08629186 -0.55687189 -0.46238939
 -0.25715863 -0.11753567  0.16235953
 -0.87862091 -0.27191525 -0.00645907
 -0.24626185 -0.39751953  0.12610479
  0.83677836 -0.04529865  0.02815806
 -0.63921512 -0.40592472  0.00468698
  0.65859895  0.23624799  0.09178891
  0.32719908  0.23240682  0.21412724
 -0.47746655  0.74499743  0.04603195
 -0.98926375 -0.26948942 -0.00169420
  0.18394368  0.84967812  0.11966952
 -0.08399020 -0.15158355  0.32372824
  0.30992322  0.52847262  0.36272591
 -0.24071287 -0.09186207  0.15530420
  0.28760402  0.47030905  0.39313791
  0.26764313  0.56588854  0.42500766
 -0.93102596 -0.79827532  0.00011590
 -0.91651844 -0.67896315  0.00027047
  0.67000589  0.11886816  0.12053182
 -0.65595660  0.87759802  0.00241043
  0.08431866  0.66051571  0.56413769
 -0.36511246 -0.53452129  0.00378476
  0.40398762  0.03956730  0.34967943
 -0.42770742 -0.94465415 -0.00114708
 -0.69439420  0.56784522  0.00355708
  0.03750378 -0.16635427  0.13394780
 -0.78290489  0.26285535 -0.02864686
 -0.74653286  0.16128733 -0.05982615
 -0.63099925 -0.01017782 -0.16551222
 -0.32911876 -0.58630246 -0.05120496
 -0.78966896 -0.69273496  0.00131244
  0.74665910  0.44874300  0.01645798
 -0.99283165  0.62083048 -0.00003547
 -0.50875518  0.77187310  0.02880401
  0.67856130 -0.28886523  0.06144069
 -0.36950577 -0.69162738 -0.03394185
 -0.22315354 -0.38912030  0.13009257
  0.64235163 -0.44023531  0.01740699
  0.70290790 -0.60942969 -0.00257532
 -0.28999507 -0.30804884  0.24400284
  0.17126270 -0.08749841  0.05114082
 -0.92310258 -0.23996881 -0.00483416
  0.09297409 -0.86348387 -0.12000228
 -0.57354707  0.54379513  0.02334496
  0.26075874  0.61744272  0.38817494
 -0.95701998 -0.97648622  0.00001661
 -0.20240667 -0.58060865 -0.22930734
  0.17582948  0.64544379  0.48564844
  0.49815196  0.85828983  0.01644283
  0.04909107  0.07729083  0.01460267
  0.33458900  0.74252239  0.14221544
 -0.63735014  0.39821325 -0.02883548
 -0.62217959 -0.60036758  0.00917735
  0.54193190  0.05979238  0.27566273
 -0.99057073  0.91072210  0.00001021
  0.75455800  0.74461779  0.00270405
 -0.01194953  0.06220339  0.07302356
 -0.93547856  0.50031342 -0.00068662
  0.51670403  0.16712548  0.24328473
 -0.25976598 -0.01600012  0.00484874
  0.05436492 -0.10255107  0.09135898
 -0.71519819  0.30548746 -0.04118113
  0.34934058  0.49952555  0.29990905
 -0.38814829  0.60869518  0.17304790
 -0.40006640 -0.45182665  0.06928960
 -0.45903004  0.52698186  0.09091476
 -0.36284957 -0.28599110  0.15118988
  0.35096375 -0.93292355 -0.02232917
 -0.69995491 -0.15689976 -0.06783769
 -0.57421171  0.52014425  0.01863572
  0.28661227  0.67929343  0.26722144
 -0.58440847 -0.12330481 -0.14926189
  0.46423950 -0.79049656 -0.03665724
 -0.11087057 -0.01889459  0.20113943
  0.38885271  0.86161597  0.03754159
 -0.68969845 -0.89463756  0.00076540
  0.21735291 -0.51411843 -0.50223771
  0.11660439  0.35700135  0.38815922
 -0.06699046  0.31681013  0.31643292
  0.61669868  0.71287847  0.01706631
  0.42175583 -0.47333277 -0.10390373
 -0.40778552 -0.62830950 -0.01192052
  0.19875341  0.55659488  0.56363350
 -0.80846754 -0.18004710 -0.02411593
  0.26249142  0.53062673  0.45023327
  0.03121340 -0.90642129 -0.07790040
 -0.11872076  0.56253817  0.69926164
  0.98229195  0.69855801  0.00013708
 -0.88002739  0.53345040 -0.00070560
  0.44981313  0.50936582  0.16482808
 -0.59713709 -0.35232285 -0.00039520
  0.19415768  0.95422713  0.03781598
 -0.09714332 -0.00738919  0.18727718
  0.94331228  0.52600918  0.00087951
  0.95953067 -0.59433732  0.00019961
 -0.93666277 -0.68370394  0.00019715
  0.43940680  0.55456472  0.16319248
  0.28991556 -0.32387068 -0.06774179
  0.30930466 -0.90868730 -0.03751142
  0.73496956 -0.79407650 -0.00126501
