    0.1296,   -0.4737,   -0.1021,   -0.0000,    0.3333,    0.2000,    0.4815,
    0.4286,   -0.3684,    0.0784,   -0.1600,    0.3333,    0.2000,    0.6296,
   -0.3953,   -0.0526,   -0.0309,   -0.0600,   -0.0667,    0.2000,    0.4815,
   -0.4153,   -0.2632,    0.0214,   -0.2000,    0.2000,    0.2000,    0.4444,
   -0.0166,   -0.3684,    0.4062,   -0.0800,    0.2000,    0.2000,    0.5556,
   -0.1362,    0.1579,    0.3682,   -0.4400,   -0.0667,    0.2000,    0.4815,
   -0.3754,    0.0526,    0.3444,    0.0200,   -0.0667,    0.2000,    0.4444,
   -0.2625,   -0.2632,    0.0071,    0.1200,    0.0667,    0.2000,    0.4815,
   -0.1163,   -0.5789,    0.3777,    0.2800,   -0.0667,    0.2000,    0.5556,
   -0.1960,   -0.5789,    0.2399,    0.4000,   -0.0667,    0.2000,    0.4815,
    0.1163,   -0.6842,   -0.2019,   -0.1400,    0.2000,    0.2000,    0.5556,
   -0.0498,   -0.4737,    0.2827,   -0.3800,   -0.2000,    0.2000,    0.4815,
   -0.4086,   -0.6842,    0.1544,   -0.2000,   -0.0667,    0.2000,    0.3333,
    0.0631,   -0.7895,    0.2352,   -0.1200,    0.4667,    0.2000,    0.5926,
    0.4153,   -0.6842,    0.1354,   -0.0400,    0.2000,    0.2000,    0.5556,
    0.5482,   -0.3684,   -0.0261,   -0.1800,    0.0667,    0.2000,    0.4815,
    0.6146,   -0.1579,    0.0689,   -0.2600,    0.2000,    0.2000,    0.6296,
   -0.1495,    0.1579,    0.1734,    0.0600,   -0.2000,    0.2000,    0.4444,
   -0.3090,    0.0526,    0.0261,    0.0200,   -0.0667,    0.2000,    0.4815,
    0.2159,   -0.0526,    0.1591,   -0.3600,    0.3333,    0.2000,    0.5926,
   -0.1429,    0.1579,   -0.0071,    0.1600,   -0.0667,   -0.2000,    0.4444,
    0.1096,    0.0526,    0.2589,    0.1000,    0.2000,    0.2000,    0.5556,
   -0.2625,    0.0526,    0.0356,    0.3600,   -0.2000,    0.2000,    0.4815,
   -0.3621,   -0.0526,   -0.0499,    0.2600,    0.0667,    0.2000,    0.4444,
   -0.3621,   -0.0526,   -0.1116,    0.1400,    0.2000,    0.2000,    0.4444,
    0.2159,   -0.1579,    0.1924,   -0.0200,    0.4667,    0.2000,    0.5926,
    0.4219,   -0.0526,    0.3492,    0.1200,    0.2000,    0.6000,    0.5926,
    0.3488,    0.0526,    0.4109,    0.3200,   -0.2000,    1.0000,    0.5556,
   -0.3688,    0.0526,   -0.0404,    0.4400,   -0.2000,    0.2000,    0.4074,
   -0.4751,   -0.1579,   -0.1639,    0.1200,    0.0667,    0.2000,    0.4815,
    0.1495,   -0.3684,    0.3159,   -0.1200,    0.2000,    0.2000,    0.5556,
   -0.1296,   -0.2632,    0.3872,   -0.2400,    0.0667,    0.2000,    0.4815,
   -0.0831,   -0.3684,    0.3682,    0.2200,   -0.0667,    0.6000,    0.4815,
   -0.0897,   -0.3684,    0.2637,    0.3600,    0.0667,   -0.2000,    0.5556,
   -0.0299,   -0.4737,   -0.1829,    0.1600,    0.2000,   -0.2000,    0.5556,
    0.3223,   -0.1579,    0.3777,   -0.0200,    0.0667,    0.2000,    0.5556,
   -0.2027,   -0.0526,   -0.1401,    0.1600,   -0.2000,    0.2000,    0.4074,
   -0.1030,   -0.0526,   -0.1781,   -0.2400,    0.3333,    0.2000,    0.4815,
    0.3621,   -0.0526,    0.0594,   -0.4200,    0.4667,    0.2000,    0.5926,
    0.6080,    0.1579,    0.3064,   -0.3400,    0.0667,    0.6000,    0.5556,
   -0.2957,    0.4737,   -0.2922,   -0.1600,   -0.0667,    0.2000,    0.4444,
    0.3023,    0.4737,    0.5344,   -0.1400,    0.2000,    0.2000,    0.5556,
   -0.3090,    0.1579,    0.2969,   -0.0400,   -0.0667,    0.2000,    0.4815,
    0.5083,    0.2632,    0.3302,   -0.1200,    0.2000,    0.2000,    0.5556,
   -0.5947,    0.1579,   -0.0974,   -0.1400,    0.0667,    0.2000,    0.4815,
   -0.0831,   -0.2632,    0.4252,    0.3000,    0.2000,    0.2000,    0.5556,
   -0.1694,   -0.3684,    0.2162,    0.5600,   -0.0667,    0.2000,    0.5556,
   -0.2691,   -0.4737,   -0.1211,    0.4800,    0.0667,   -0.2000,    0.4815,
   -0.2292,   -0.5789,   -0.2114,    0.2000,    0.0667,    0.6000,    0.4815,
    0.4086,   -0.4737,    0.1354,   -0.2600,    0.3333,    0.2000,    0.5556,
    0.5814,   -0.2632,    0.2969,   -0.1800,    0.2000,    0.2000,    0.5556,
    0.4219,    0.1579,    0.1211,    0.1000,   -0.0667,    0.2000,    0.5556,
    0.1163,    0.2632,    0.1591,   -0.3200,    0.2000,    0.2000,    0.5556,
   -0.3488,    0.1579,   -0.0309,    0.0400,    0.0667,    0.2000,    0.4815,
    0.0897,   -0.0526,    0.3112,    0.2200,    0.2000,    0.2000,    0.5556,
   -0.1163,   -0.0526,   -0.0119,    0.3200,   -0.0667,    0.2000,    0.4815,
    0.3953,    0.1579,    0.3967,   -0.0000,    0.2000,    0.2000,    0.5556,
    0.3555,    0.2632,    0.3492,    0.2200,   -0.0667,    0.2000,    0.5556,
   -0.0233,    0.3684,   -0.2447,    0.0600,   -0.0667,    0.2000,    0.4444,
    0.3488,    0.5789,    0.4679,   -0.2000,    0.2000,    0.2000,    0.5556,
   -0.5548,    0.5789,   -0.0926,    0.3200,   -0.2000,    0.2000,    0.4444,
   -0.3355,   -0.1579,    0.2257,   -0.1600,    0.2000,    0.2000,    0.4815,
   -0.1960,   -0.2632,    0.2019,   -0.0000,    0.0667,    0.2000,    0.4815,
