    0.6000,    0.0366,   -0.0897,    0.1545,    0.0351,   -0.0577,   -0.3413,   -0.5127,   -0.0714,    0.2667,   -0.6250,   -0.2895,    0.1020,   -0.4706,   -0.3333,    0.2950,
    0.6000,    0.0366,   -0.1172,    0.1545,    0.0702,   -0.0577,    0.0365,   -0.2386,   -0.0714,    0.2667,   -0.8750,   -0.1184,    0.1020,   -0.8235,   -0.7778,    0.4119,
    0.2000,   -0.0262,    0.3241,    0.6780,    0.9474,    0.2115,    0.0520,   -0.2386,   -0.0714,    0.2667,   -0.8125,   -0.1842,    0.1020,   -0.7647,   -0.6111,    0.4206,
    0.2000,   -0.0262,    0.3241,    0.6780,    0.9474,    0.2500,    0.2397,   -0.2893,   -0.1571,    0.2667,   -0.8375,    0.2105,    0.1020,   -0.8824,   -0.8889,    0.6265,
    0.6000,    0.3298,    0.0069,    0.1610,   -0.2105,   -0.0577,   -0.2964,   -0.5228,    0.3714,   -0.3048,   -0.7750,   -0.3026,    0.3469,   -0.5294,   -0.3889,    0.3778,
   -0.2000,    0.3298,    0.0069,    0.1610,   -0.2105,   -0.0577,   -0.2964,   -0.5228,    0.3714,   -0.3048,   -0.7750,   -0.3026,    0.3469,   -0.5294,   -0.3889,    0.3944,
   -0.2000,    0.2880,    0.0069,    0.1610,   -0.2105,   -0.0577,   -0.0520,    0.0457,    0.1000,    0.0667,   -0.7500,   -0.0395,   -0.9184,   -0.6471,   -0.4444,    0.5295,
   -0.2000,    0.2880,    0.0069,    0.1610,   -0.2105,   -0.0577,   -0.0093,    0.0457,    0.1000,    0.0667,   -0.7500,   -0.0395,   -0.9184,   -0.6471,   -0.4444,    0.5340,
    0.6000,   -0.4136,   -0.8759,   -1.0000,   -1.0000,   -0.2692,   -1.0000,   -1.0000,   -0.4714,   -0.0857,   -0.6875,   -1.0000,   -0.2245,    0.8824,    0.9444,    0.0011,
    0.2000,   -0.6545,   -0.4552,   -0.5187,   -0.4211,   -0.5000,   -0.7005,   -0.7056,   -0.3000,   -0.0095,   -0.6750,   -0.7105,    0.0204,    0.3529,    0.3889,    0.0393,
   -0.2000,   -0.8325,   -0.4552,   -0.4244,   -0.4211,   -0.5000,   -0.6734,   -0.7056,   -0.3000,   -0.0095,   -0.6750,   -0.7105,    0.0204,    0.3529,    0.3889,    0.0487,
    0.2000,   -0.4450,   -0.5103,   -0.4732,   -0.3860,   -0.7308,   -0.6990,   -0.7056,   -0.3857,    0.1048,   -0.6987,   -0.7368,    0.1020,    0.2941,    0.2778,    0.0152,
    0.2000,   -0.4450,   -0.5103,   -0.4732,   -0.3860,   -0.7308,   -0.6990,   -0.7056,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,   -0.0588,    0.1111,    0.0421,
    0.2000,   -0.4450,   -0.5103,   -0.4732,   -0.3860,   -0.7308,   -0.5035,   -0.6244,   -0.3000,    0.2571,   -0.9250,   -0.2895,    0.1020,   -0.4706,   -0.3333,    0.0948,
    0.2000,   -0.1309,   -0.5103,   -0.4732,   -0.3860,   -0.7692,   -0.6284,   -0.7056,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,   -0.0588,    0.1111,    0.0371,
    0.2000,   -0.1309,   -0.5103,   -0.4732,   -0.3860,   -0.7692,   -0.6113,   -0.7056,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,   -0.0588,    0.1111,    0.0526,
    0.2000,   -0.1309,   -0.5103,   -0.4732,   -0.3860,   -0.7692,   -0.6113,   -0.7056,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,   -0.0588,    0.1111,    0.0832,
   -0.6000,   -0.5288,    0.1517,    0.0894,   -0.2456,    1.0000,   -0.1877,   -0.3807,    0.1429,    0.3238,   -0.8125,   -0.4737,   -0.3061,   -0.4706,   -0.3333,    0.1270,
    1.0000,   -0.1623,   -0.3586,    0.0439,    0.0526,   -0.8462,    0.0264,   -0.0355,    0.5143,    0.7429,   -1.0000,    0.2763,   -0.3061,   -0.7647,   -0.6667,    0.2621,
    0.6000,   -0.2461,   -1.0000,   -0.8862,   -0.3684,   -0.7308,   -0.8254,   -0.6853,   -0.4714,    0.2762,   -0.6750,   -0.8684,   -0.4694,    1.0000,    1.0000,    0.0455,
    0.6000,   -0.2461,   -1.0000,   -0.8862,   -0.3684,   -0.7308,   -0.7432,   -0.6853,   -0.4714,    0.2762,   -0.7250,   -0.6316,    0.5102,   -0.0588,    0.1111,    0.0580,
    0.2000,   -0.6230,   -0.5103,   -0.7106,   -0.3509,   -0.3846,   -0.7292,   -0.8173,   -0.4714,   -0.0476,   -0.6125,   -0.8421,    0.1020,    0.3529,    0.3333,    0.0094,
    0.2000,   -0.6230,   -0.5103,   -0.7106,   -0.3509,   -0.3846,   -0.6493,   -0.6853,   -0.4714,    0.2762,   -0.7250,   -0.6316,    0.5102,   -0.1176,   -0.1111,    0.0471,
    0.2000,   -0.6230,   -0.5103,   -0.7106,   -0.3509,   -0.3846,   -0.6369,   -0.6853,   -0.4714,    0.2762,   -0.7250,   -0.6316,    0.5102,   -0.1176,   -0.1111,    0.0672,
   -0.2000,   -0.5288,   -0.3172,   -0.2748,   -0.3509,   -0.0192,   -0.5950,   -0.6853,   -0.4714,    0.2762,   -0.7250,   -0.6316,    0.5102,   -0.1176,   -0.1111,    0.0727,
   -0.2000,   -0.8639,   -0.3172,   -0.4797,   -0.3684,    0.7115,   -0.5842,   -0.6853,   -0.4571,    0.2762,   -0.7250,   -0.6316,    0.5102,   -0.1176,   -0.1111,    0.0727,
   -0.2000,   -0.5707,   -0.3172,   -0.1415,   -0.1404,   -0.2500,   -0.4197,   -0.5025,   -0.1286,    0.4381,   -0.7500,   -0.5000,    0.3469,   -0.2941,   -0.1667,    0.0928,
   -0.2000,   -0.5707,   -0.3172,   -0.1415,   -0.1404,   -0.2500,   -0.3786,   -0.5025,   -0.1286,    0.4381,   -0.7500,   -0.5000,    0.3469,   -0.2941,   -0.1667,    0.1328,
   -0.2000,   -0.7906,   -0.3172,    0.1154,   -0.1404,   -0.0962,   -0.3670,   -0.5025,   -0.1286,    0.4381,   -0.7500,   -0.5000,    0.3469,   -0.2941,   -0.1667,    0.1245,
   -0.2000,   -0.7906,   -0.3172,    0.1154,   -0.6140,   -0.0962,   -0.3142,   -0.5025,   -0.1286,    0.4381,   -0.7500,   -0.5000,    0.3469,   -0.2941,   -0.1667,    0.1729,
   -0.2000,   -0.7906,   -0.3172,    0.1154,   -0.1404,   -0.0962,   -0.2420,   -0.5025,   -0.1286,    0.4381,   -0.7500,   -0.3026,    0.3469,   -0.4706,   -0.4444,    0.2614,
    0.2000,   -0.5602,   -0.3172,   -0.0894,    0.0000,   -0.6923,   -0.3755,   -0.5025,   -0.1286,    0.4381,   -0.7375,   -0.3158,    0.1020,   -0.4118,   -0.2778,    0.1746,
   -0.2000,   -0.1623,    0.8207,    0.9024,    0.6316,   -0.3462,    1.0000,    1.0000,    0.5571,    1.0000,   -0.8625,    0.6842,   -0.5102,   -1.0000,   -0.9444,    0.9063,
    0.2000,   -0.5916,   -0.5517,   -0.4146,   -0.3158,   -0.0962,   -0.6881,   -0.6954,   -0.3000,    0.0286,   -0.7500,   -0.7368,   -0.3061,   -0.1176,   -0.2778,    0.0026,
    0.2000,   -0.5916,   -0.5517,   -0.4146,   -0.3158,   -0.0962,   -0.6804,   -0.6954,   -0.3000,    0.0286,   -0.7500,   -0.7368,   -0.3061,   -0.0588,    0.1111,    0.0326,
    0.2000,   -0.5916,   -0.5517,   -0.4146,   -0.3158,   -0.0962,   -0.6765,   -0.6954,   -0.3000,    0.0286,   -0.7500,   -0.7368,   -0.3061,   -0.0588,    0.1111,    0.0560,
    0.2000,   -0.4974,   -0.5517,   -0.1642,   -0.3158,   -0.0962,   -0.6455,   -0.6954,   -0.3000,    0.0286,   -0.7500,   -0.7368,   -0.3061,   -0.0588,    0.1111,    0.0527,
    0.2000,   -0.4974,   -0.5517,   -0.1642,   -0.3158,   -0.0962,   -0.6416,   -0.6954,   -0.2286,    0.0286,   -0.7500,   -0.7368,   -0.3061,   -0.0588,    0.1111,    0.0761,
    0.2000,   -0.3298,   -0.1586,    0.1935,    0.0877,   -0.1731,   -0.3041,   -0.3807,    0.2143,    0.2571,   -0.8000,   -0.5263,   -0.4694,   -0.3529,   -0.2222,    0.1245,
   -0.2000,   -0.4764,   -0.1586,    0.1935,    0.0877,    0.1731,   -0.2847,   -0.3807,    0.2143,    0.2571,   -0.8000,   -0.5263,   -0.4694,   -0.3529,   -0.2222,    0.1128,
    0.2000,   -0.3298,   -0.1586,    0.1935,    0.0877,   -0.1731,   -0.3041,   -0.3807,    0.2143,    0.2571,   -0.8000,   -0.5263,   -0.4694,   -0.3529,   -0.2222,    0.1829,
   -0.2000,   -0.4764,   -0.1586,    0.1935,    0.0877,    0.1731,   -0.2847,   -0.3807,    0.2143,    0.2571,   -0.8000,   -0.5263,   -0.4694,   -0.3529,   -0.2222,    0.1713,
   -0.2000,   -0.4764,   -0.1586,    0.1935,    0.0877,    0.1731,   -0.2731,   -0.3807,    0.2143,    0.2571,   -0.8000,   -0.5263,   -0.4694,   -0.3529,   -0.2222,    0.2047,
   -0.2000,   -0.4450,    0.2621,    0.1024,    0.0175,   -0.0385,   -0.0830,   -0.1980,    0.7429,    0.0381,   -0.8750,   -0.0526,   -0.3061,   -0.7647,   -0.5000,    0.4396,
   -0.6000,   -0.7068,    0.6138,    0.6195,    0.7544,    0.3654,    0.5725,    0.2386,    0.4857,    0.4952,    0.8125,   -0.0132,   -0.8367,   -0.5882,   -0.6111,    0.6825,
   -0.6000,   -0.7068,    0.6138,    0.6195,    0.7544,    0.7885,    0.7548,    0.2386,    0.4857,    0.4952,    0.8125,   -0.0132,   -0.8367,   -0.5882,   -0.6111,    0.7726,
   -0.2000,   -0.7068,    0.3862,    0.5089,    0.7544,    0.0577,    0.5570,    0.2386,    0.4857,    0.4952,    0.8125,   -0.0132,   -0.8367,   -0.5882,   -0.6111,    0.7702,
   -0.6000,   -0.7068,    1.0000,    1.0000,    1.0000,    0.3269,    0.7704,    0.2386,    0.4857,    0.4952,    0.8125,   -0.0132,   -0.8367,   -0.5882,   -0.6111,    0.8846,
    1.0000,   -0.1937,   -0.3103,    0.2748,    0.7895,   -0.7308,    0.7044,    0.7563,    0.3143,   -0.0190,   -0.8375,    0.4079,   -0.5102,   -0.9412,   -1.0000,    1.0000,
    0.6000,    0.0052,   -0.5103,   -0.4732,   -0.2807,   -0.7308,   -0.6664,   -0.6853,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,    0.2941,    0.2778,    0.0091,
    0.6000,    0.0052,   -0.5103,   -0.4732,   -0.2807,   -0.7308,   -0.6462,   -0.6853,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,   -0.0588,    0.1111,    0.0358,
    0.6000,    0.0052,   -0.5103,   -0.4732,   -0.2807,   -0.7308,   -0.5997,   -0.6853,   -0.3857,    0.1048,   -0.7000,   -0.7368,    0.1020,   -0.0588,    0.1111,    0.0518,
    0.2000,    0.0052,   -0.5586,   -0.4732,   -0.3860,   -0.7308,   -0.4903,   -0.6244,   -0.3000,    0.2571,   -0.9250,   -0.2895,    0.1020,   -0.4706,   -0.3333,    0.0859,
    1.0000,   -0.0785,   -0.3310,    0.0374,   -0.1053,   -1.0000,   -0.3157,   -0.5025,   -0.1000,    0.3238,   -0.9375,   -0.1053,    0.1020,   -0.5294,   -0.3333,    0.1617,
    1.0000,   -0.0785,   -0.3310,    0.0374,   -0.1053,   -1.0000,   -0.3483,   -0.3807,    0.1571,    0.3238,   -0.8125,   -0.4737,   -0.3061,   -0.4118,   -0.2222,    0.1129,
    0.2000,   -0.3717,   -0.3310,    0.0179,   -0.1053,   -0.5769,   -0.3196,   -0.3807,    0.1571,    0.3238,   -0.8125,   -0.4737,   -0.3061,   -0.4118,   -0.2222,    0.0625,
    0.2000,   -0.3717,   -0.3310,    0.0179,   -0.1053,   -0.5769,   -0.2886,   -0.3807,    0.1571,    0.3238,   -0.8125,   -0.4737,   -0.3061,   -0.4118,   -0.2222,    0.1026,
    0.2000,   -0.3717,   -0.3310,    0.0179,   -0.1053,   -0.5769,   -0.2901,   -0.5025,   -0.1000,    0.3238,   -0.9375,   -0.1053,    0.1020,   -0.5294,   -0.3333,    0.1390,
   -0.6000,   -0.2461,   -0.3310,    0.0179,   -0.1053,   -0.5769,   -0.2901,   -0.5025,   -0.1000,    0.3238,   -0.9375,   -0.1053,    0.1020,   -0.5294,   -0.3333,    0.1390,
    0.2000,   -0.3403,   -0.4552,   -0.2130,   -0.3860,   -0.0192,   -0.6889,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0127,
    0.2000,   -0.3403,   -0.4552,   -0.2130,   -0.3860,   -0.0192,   -0.5896,   -0.5736,   -0.3571,    0.3333,    0.8625,   -0.9079,   -0.4694,    0.7647,    0.7778,    0.0662,
    0.2000,   -0.3403,   -0.4552,   -0.2130,   -0.3860,   -0.0192,   -0.6664,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0511,
    0.2000,   -0.4031,   -0.4552,   -0.2130,   -0.3860,   -0.0192,   -0.6509,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0578,
    0.2000,   -0.6021,   -0.4552,   -0.0537,   -0.3860,   -0.2115,   -0.5842,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0745,
    0.2000,   -0.3403,   -0.4552,   -0.2130,   -0.3860,   -0.0192,   -0.6408,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0729,
    0.2000,   -0.3403,   -0.4552,   -0.2033,   -0.3860,   -0.2500,   -0.5811,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0896,
    0.2000,   -0.4031,   -0.4552,   -0.2130,   -0.3860,   -0.0192,   -0.6253,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0795,
    0.2000,   -0.6021,   -0.4552,   -0.0537,   -0.3860,   -0.2115,   -0.5741,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.0962,
    0.6000,    0.0785,   -0.4138,   -0.3073,   -0.3860,   -0.2500,   -0.5966,   -0.6345,   -0.1286,    0.1619,   -0.7000,   -0.7237,   -0.1429,   -0.0588,    0.0556,    0.1046,
   -0.2000,   -0.5707,   -0.2690,    0.0504,   -0.1404,    0.0192,   -0.3514,   -0.4010,    0.1286,    0.3333,   -0.8125,   -0.3553,   -0.1429,   -0.2941,   -0.1111,    0.1280,
   -0.2000,   -0.5707,   -0.2690,    0.0504,   -0.1404,    0.0192,   -0.3685,   -0.4010,    0.1286,    0.3333,   -0.8125,   -0.3553,   -0.1429,   -0.2941,   -0.1111,    0.1480,
   -0.2000,   -0.3403,   -0.0483,    0.3203,    0.0877,    0.0962,    0.2467,    0.2183,    0.2714,    0.1429,   -0.7500,    0.3684,   -0.1429,   -0.8824,   -0.7778,    0.2799,
   -0.2000,   -0.5497,   -0.0483,    0.4146,    0.0877,    0.2885,    0.4026,    0.2183,    0.2714,    0.1429,   -0.7500,    0.3684,   -0.1429,   -0.8824,   -0.7778,    0.3100,
   -0.2000,   -0.5497,   -0.0483,    0.4146,    0.0877,    0.0962,    0.2196,    0.2183,    0.2714,    0.1429,   -0.7500,    0.3684,   -0.1429,   -0.7647,   -0.6111,    0.2799,
    1.0000,    0.3508,   -0.6759,   -0.0374,    0.3333,   -0.9423,    0.2281,    0.2183,    0.2714,    0.1429,   -0.7500,    0.4737,   -0.1429,   -0.7647,   -0.6111,    0.4035,
    1.0000,    0.3508,   -0.6759,   -0.0374,    0.3333,   -0.9423,    0.2808,    0.2183,    0.2714,    0.1429,   -0.9000,    1.0000,   -0.1429,   -0.8824,   -0.7222,    0.4870,
    0.2000,    0.7382,   -0.1310,    0.2163,    0.3333,   -0.9423,    0.2808,    0.2183,    0.2714,    0.1429,   -0.7500,    0.4737,   -0.1429,   -0.7647,   -0.6111,    0.4436,
