   -1.0000,   -0.6400,   -0.8644,   -1.0000,   -0.3704,    0.1550,    0.2832,   -0.4616,   -1.0000,   -0.5840,   -0.4255,    1.0000,   -0.8206,    0.4222,
   -0.9995,   -1.0000,   -0.5154,   -1.0000,   -0.6543,    0.0960,    0.5654,   -0.3021,   -0.9130,   -0.7901,    0.1064,    1.0000,   -0.5911,    0.3689,
   -0.9995,   -1.0000,   -0.5154,   -1.0000,   -0.6543,    0.3888,    0.1988,   -0.3021,   -0.9130,   -0.7901,    0.1064,    0.9795,   -0.8731,    0.6600,
   -0.9994,   -1.0000,   -0.8739,   -1.0000,   -0.6996,    0.3171,   -0.1164,   -0.1029,   -0.8261,   -0.8664,    0.2979,    0.9886,   -0.9332,    0.6311,
   -0.9986,   -1.0000,   -0.8739,   -1.0000,   -0.6996,    0.3742,    0.0566,   -0.1029,   -0.8261,   -0.8664,    0.2979,    1.0000,   -0.8013,    0.6933,
   -0.9995,   -1.0000,   -0.8739,   -1.0000,   -0.6996,    0.0994,    0.1493,   -0.1029,   -0.8261,   -0.8664,    0.2979,    0.9860,   -0.8079,    0.5267,
   -0.9982,   -0.7500,   -0.4567,   -1.0000,   -0.4280,   -0.0607,    0.3120,   -0.1942,   -0.6522,   -0.5267,   -0.4468,    0.9934,   -0.4095,    0.3978,
   -0.9969,   -0.7500,   -0.4567,   -1.0000,   -0.4280,    0.0006,    0.9197,   -0.1232,   -0.6522,   -0.5267,   -0.4468,    1.0000,   -0.0386,    0.4911,
   -0.9954,   -0.7500,   -0.4567,   -1.0000,   -0.4280,   -0.2067,    1.0000,   -0.0993,   -0.6522,   -0.5267,   -0.4468,    0.9482,    0.5563,    0.2556,
   -0.9963,   -0.7500,   -0.4567,   -1.0000,   -0.4280,   -0.0638,    0.7096,   -0.0065,   -0.6522,   -0.5267,   -0.4468,    0.9486,   -0.1518,    0.3089,
   -0.9951,   -0.7500,   -0.4567,   -1.0000,   -0.4280,    0.0791,    0.8826,   -0.0512,   -0.6522,   -0.5267,   -0.4468,    0.9779,    0.0331,    0.2222,
   -0.9975,   -0.7500,   -0.4567,   -1.0000,   -0.4280,   -0.0619,    0.6478,   -0.0730,   -0.6522,   -0.5267,   -0.4468,    1.0000,   -0.3631,    0.3089,
   -0.9980,   -0.7500,   -0.4567,   -1.0000,   -0.4280,   -0.1079,   -0.2564,   -0.2141,   -0.6522,   -0.5267,   -0.4468,    0.9677,   -0.2285,    0.3711,
   -0.9860,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0849,    0.2132,   -0.3493,   -0.7391,   -0.5420,    0.7872,    1.0000,   -0.6396,    0.3422,
   -0.9858,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0285,    0.6807,   -0.3940,   -0.7391,   -0.5420,    0.7872,    0.9149,   -0.5292,    0.2933,
   -0.9860,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.1290,    0.1040,   -0.3873,   -0.7391,   -0.5420,    0.7872,    0.9935,   -0.6280,    0.3311,
   -0.9765,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0902,   -0.4562,   -0.3873,   -0.7391,   -0.5420,    0.7872,    0.9493,   -0.7323,    0.4022,
   -0.9825,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0692,    0.6231,   -0.4311,   -0.7391,   -0.5420,    0.7872,    0.9488,   -0.2859,    0.2778,
   -0.9821,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.2738,   -0.3059,   -0.5150,   -0.7391,   -0.5420,    0.7872,    0.4558,   -0.4503,    0.3378,
   -0.9838,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.1700,    0.3718,   -0.5150,   -0.7391,   -0.5420,    0.7872,    0.9700,   -0.4730,    0.2933,
   -0.9720,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.2301,    0.9609,   -0.5147,   -0.7391,   -0.5420,    0.7872,    0.8975,    0.0646,    0.1911,
   -0.9810,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0788,    0.7775,   -0.4757,   -0.7391,   -0.5420,    0.7872,    0.9780,   -0.3322,    0.3244,
   -0.9724,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0109,    0.8290,   -0.4822,   -0.7391,   -0.5420,    0.7872,    1.0000,   -0.0624,    0.2267,
   -0.9779,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.1370,    1.0000,   -0.4606,   -0.7391,   -0.5420,    0.7872,    0.9881,    0.0017,    0.2111,
   -0.9833,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0945,    0.8785,   -0.4053,   -0.7391,   -0.5420,    0.7872,    0.9870,   -0.1959,    0.2356,
   -0.9812,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.2190,    0.7055,   -0.3953,   -0.7391,   -0.5420,    0.7872,    0.5286,   -0.1843,    0.1978,
   -0.9850,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.1370,    0.8002,   -0.3539,   -0.7391,   -0.5420,    0.7872,    0.8990,   -0.2781,    0.2578,
   -0.9787,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0473,    0.7693,   -0.3955,   -0.7391,   -0.5420,    0.7872,    0.5435,   -0.1418,    0.2178,
   -0.9828,   -1.0000,   -0.4370,   -1.0000,   -0.3704,    0.1244,    0.8847,   -0.3953,   -0.7391,   -0.5420,    0.7872,    0.9548,   -0.3891,    0.2978,
   -0.9776,   -1.0000,   -0.4370,   -1.0000,   -0.3704,    0.1929,    0.7384,   -0.4345,   -0.7391,   -0.5420,    0.7872,    0.9159,   -0.4343,    0.3556,
   -0.9747,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.1753,    0.8785,   -0.4356,   -0.7391,   -0.5420,    0.7872,    0.8148,    0.1518,    0.1711,
   -0.9697,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0377,    1.0000,   -0.4461,   -0.7391,   -0.5420,    0.7872,    0.8983,   -0.3758,    0.2111,
   -0.9689,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0845,    0.6292,   -0.4798,   -0.7391,   -0.5420,    0.7872,    0.1714,    0.4338,    0.1822,
   -0.9743,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.1799,    0.8970,   -0.5167,   -0.7391,   -0.5420,    0.7872,    0.8077,   -0.0828,    0.1800,
   -0.9639,   -1.0000,   -0.4370,   -1.0000,   -0.3704,   -0.0285,    0.9361,   -0.5216,   -0.7391,   -0.5420,    0.7872,    0.2506,    0.0270,    0.1889,
   -0.9987,   -1.0000,   -0.5968,   -1.0000,   -0.5309,   -0.0910,    0.3450,   -0.5943,   -0.6522,   -0.6489,    0.4043,    1.0000,   -0.5613,    0.3089,
   -0.9980,   -1.0000,   -0.5968,   -1.0000,   -0.5309,   -0.1263,    0.2049,   -0.5911,   -0.6522,   -0.6489,    0.4043,    0.9025,   -0.4658,    0.3333,
   -0.9983,   -1.0000,   -0.5968,   -1.0000,   -0.5309,   -0.1228,   -0.2049,   -0.4899,   -0.6522,   -0.6489,    0.4043,    1.0000,   -0.6115,    0.3556,
   -0.9962,   -1.0000,   -0.5968,   -1.0000,   -0.5309,   -0.0784,   -0.4377,   -0.5057,   -0.6522,   -0.6489,    0.4043,    0.9825,   -0.5364,    0.4378,
   -0.9995,    0.5000,   -0.8174,   -1.0000,   -0.8230,    0.1627,   -0.6107,   -0.2231,   -0.8261,   -0.7519,    0.2128,    0.9936,   -0.8571,    0.5733,
   -0.9994,    0.5000,   -0.8174,   -1.0000,   -0.8230,    0.3271,   -0.7343,   -0.2231,   -0.8261,   -0.7519,    0.2128,    0.9935,   -0.9862,    0.6644,
   -0.9973,   -1.0000,   -0.5271,   -1.0000,   -0.7407,    0.2297,   -1.0000,   -0.1650,   -0.8261,   -0.8244,    0.1277,    0.9421,   -0.8284,    0.4800,
   -0.9970,   -1.0000,   -0.5271,   -1.0000,   -0.7407,   -0.0006,   -0.9238,   -0.1650,   -0.8261,   -0.8244,    0.1277,    0.9318,   -0.7748,    0.4511,
   -0.9966,   -1.0000,   -0.5271,   -1.0000,   -0.7407,    0.0155,   -0.9258,   -0.1650,   -0.8261,   -0.8244,    0.1277,    0.9877,   -0.6849,    0.4378,
   -0.9974,   -1.0000,   -0.5271,   -1.0000,   -0.7407,   -0.0389,   -0.2358,   -0.1650,   -0.8261,   -0.8244,    0.1277,    0.9621,   -0.5684,    0.3600,
   -0.9963,   -1.0000,   -0.5271,   -1.0000,   -0.7407,   -0.1872,   -0.3635,   -0.2778,   -0.8261,   -0.8244,    0.1277,    1.0000,   -0.5320,    0.3178,
   -0.9959,   -1.0000,   -0.5271,   -1.0000,   -0.7407,   -0.1473,   -0.3738,   -0.2778,   -0.8261,   -0.8244,    0.1277,    1.0000,   -0.3146,    0.3333,
   -0.9950,   -1.0000,   -0.5271,   -1.0000,   -0.7407,   -0.0538,    0.7013,   -0.1707,   -0.8261,   -0.8244,    0.1277,    0.9790,   -0.0579,    0.2578,
